,Aciklamalar,İl,Toplam 1. Doz,Toplam 2. Doz,Tarih,Günlük 1. Doz,Günlük 2.Doz
,,Bayburt,18.298,12.293,16.06.2021 23:46:46,656,145
,,Bilecik,80.480,46.948,16.06.2021 23:46:46,6.831,304
,,Bingöl,44.778,29.037,16.06.2021 23:46:46,1.393,271
,,Bitlis,36.459,22.204,16.06.2021 23:46:46,1.429,226
,,Bolu,118.688,71.834,16.06.2021 23:46:46,6.862,449
,,Burdur,99.330,63.230,16.06.2021 23:46:46,4.801,330
,,Bursa,887.418,518.431,16.06.2021 23:46:46,53.653,4.547
,,Çanakkale,236.112,154.789,16.06.2021 23:46:46,11.065,788
,,Çankırı,63.634,43.710,16.06.2021 23:46:46,2.523,327
,,Çorum,182.668,115.560,16.06.2021 23:46:46,7.555,721
,,Denizli,342.762,201.422,16.06.2021 23:46:46,17.653,1.493
,,Diyarbakır,220.057,127.383,16.06.2021 23:46:46,11.588,973
,,Düzce,106.985,70.101,16.06.2021 23:46:46,7.123,459
,,Edirne,173.504,118.428,16.06.2021 23:46:46,8.415,563
,,Elazığ,147.413,95.973,16.06.2021 23:46:46,5.961,706
,,Erzincan,71.129,46.398,16.06.2021 23:46:46,3.488,306
,,Erzurum,156.715,100.957,16.06.2021 23:46:46,6.236,961
,,Eskişehir,346.970,205.666,16.06.2021 23:46:46,22.212,1.580
,,Gaziantep,352.271,194.495,16.06.2021 23:46:46,24.753,1.852
,,Giresun,163.082,118.320,16.06.2021 23:46:46,6.120,710
,,Gümüşhane,33.014,23.140,16.06.2021 23:46:46,1.206,229
,,Hakkari,30.425,12.849,16.06.2021 23:46:46,1.309,149
,,Hatay,363.641,211.212,16.06.2021 23:46:46,23.015,1.389
,,Içel,533.159,333.409,16.06.2021 23:46:46,30.026,1.862
,,Iğdır,32.860,19.199,16.06.2021 23:46:46,1.216,254
,,Isparta,161.017,102.320,16.06.2021 23:46:46,6.778,610
,,Istanbul,4.255.592,2.290.516,16.06.2021 23:46:46,309.579,17.067
,,Izmir,1.573.167,960.224,16.06.2021 23:46:46,89.467,6.194
,,Kahramanmaraş,229.701,140.824,16.06.2021 23:46:46,11.465,1.034
,,Karabük,82.382,54.359,16.06.2021 23:46:46,3.559,376
,,Karaman,72.193,46.229,16.06.2021 23:46:46,3.046,278
,,Kars,60.130,35.941,16.06.2021 23:46:46,2.601,251
,,Kastamonu,139.306,95.217,16.06.2021 23:46:46,5.865,636
,,Kayseri,383.083,235.685,16.06.2021 23:46:46,20.415,1.565
,,Kırıkkale,86.455,56.430,16.06.2021 23:46:46,3.849,392
,,Kırklareli,148.168,95.325,16.06.2021 23:46:46,8.220,329
,,Kırşehir,82.526,52.370,16.06.2021 23:46:46,3.890,345
,,Kilis,31.399,16.854,16.06.2021 23:46:46,1.556,187
,,Kocaeli,541.662,303.679,16.06.2021 23:46:46,37.565,2.459
,,Konya,566.532,355.273,16.06.2021 23:46:46,23.169,2.268
,,Kütahya,193.025,116.832,16.06.2021 23:46:46,10.019,798
,,Malatya,219.990,140.722,16.06.2021 23:46:46,10.406,1.047
,,Manisa,471.254,268.745,16.06.2021 23:46:46,30.311,1.766
,,Mardin,87.529,49.798,16.06.2021 23:46:46,4.347,563
,,Muğla,436.496,266.369,16.06.2021 23:46:46,23.701,1.678
,,Muş,46.030,27.486,16.06.2021 23:46:46,1.994,255
,,Nevşehir,94.186,56.248,16.06.2021 23:46:46,4.240,405
,,Niğde,92.516,57.199,16.06.2021 23:46:46,4.407,361
,,Ordu,272.162,179.359,16.06.2021 23:46:46,11.200,1.254
,,Osmaniye,143.160,91.867,16.06.2021 23:46:46,7.686,534
,,Rize,109.230,74.310,16.06.2021 23:46:46,4.668,559
,,Sakarya,278.583,174.681,16.06.2021 23:46:46,18.529,1.459
,,Samsun,409.023,275.694,16.06.2021 23:46:46,17.240,1.756
,,Siirt,33.297,18.469,16.06.2021 23:46:46,1.544,201
,,Sinop,84.197,58.918,16.06.2021 23:46:46,2.743,394
,,Sivas,185.401,118.981,16.06.2021 23:46:46,9.471,873
,,Şanlıurfa,188.825,102.302,16.06.2021 23:46:46,8.294,853
,,Şırnak,49.370,21.768,16.06.2021 23:46:46,1.894,350
,,Tekirdağ,309.978,197.949,16.06.2021 23:46:46,19.158,1.466
,,Tokat,195.987,131.792,16.06.2021 23:46:46,6.546,729
,,Trabzon,265.254,176.517,16.06.2021 23:46:46,10.625,1.154
,,Tunceli,33.576,22.205,16.06.2021 23:46:46,1.381,175
,,Türkiye,23.250.276,14.029.702,16.06.2021 23:46:46,1.321.351,97.689
,,Uşak,123.033,76.974,16.06.2021 23:46:46,6.713,545
,,Van,155.808,82.985,16.06.2021 23:46:46,9.037,863
,,Yalova,99.643,63.463,16.06.2021 23:46:46,4.542,327
,,Yozgat,116.469,77.925,16.06.2021 23:46:46,5.568,600
,,Zonguldak,209.383,132.810,16.06.2021 23:46:46,10.025,916
,,Adana,579.568,339.488,17.06.2021 23:46:46,45.409,3.124
,,Adıyaman,130.561,74.312,17.06.2021 23:46:46,7.113,754
,,Afyon,227.276,133.139,17.06.2021 23:46:46,12.043,1.430
,,Ağrı,74.696,36.462,17.06.2021 23:46:46,2.851,752
,,Aksaray,99.552,60.071,17.06.2021 23:46:46,5.764,663
,,Amasya,138.926,83.610,17.06.2021 23:46:46,6.576,558
,,Ankara,2.098.794,1.185.571,17.06.2021 23:46:46,113.801,8.856
,,Antalya,810.542,503.367,17.06.2021 23:46:46,47.260,4.284
,,Ardahan,27.703,17.577,17.06.2021 23:46:46,1.243,192
,,Artvin,64.839,41.505,17.06.2021 23:46:46,3.250,404
,,Aydın,447.002,279.410,17.06.2021 23:46:46,20.657,2.319
,,Balıkesir,537.459,347.791,17.06.2021 23:46:46,26.539,2.515
,,Bartın,72.595,47.088,17.06.2021 23:46:46,4.286,425
,,Batman,83.152,46.321,17.06.2021 23:46:46,4.167,336
,,Bayburt,19.006,12.424,17.06.2021 23:46:46,708,131
,,Bilecik,86.617,47.371,17.06.2021 23:46:46,6.137,423
,,Bingöl,46.213,29.291,17.06.2021 23:46:46,1.435,254
,,Bitlis,38.319,22.487,17.06.2021 23:46:46,1.860,283
,,Bolu,124.571,72.488,17.06.2021 23:46:46,5.883,654
,,Burdur,104.375,63.776,17.06.2021 23:46:46,5.045,546
,,Bursa,952.658,523.890,17.06.2021 23:46:46,65.240,5.459
,,Çanakkale,247.695,155.816,17.06.2021 23:46:46,11.583,1.027
,,Çankırı,66.548,44.102,17.06.2021 23:46:46,2.914,392
,,Çorum,191.678,116.568,17.06.2021 23:46:46,9.010,1.008
,,Denizli,361.896,203.723,17.06.2021 23:46:46,19.134,2.301
,,Diyarbakır,231.994,128.493,17.06.2021 23:46:46,11.937,1.110
,,Düzce,115.367,70.754,17.06.2021 23:46:46,8.382,653
,,Edirne,182.845,119.211,17.06.2021 23:46:46,9.341,783
,,Elazığ,154.064,96.894,17.06.2021 23:46:46,6.651,921
,,Erzincan,74.287,46.812,17.06.2021 23:46:46,3.158,414
,,Erzurum,163.433,101.990,17.06.2021 23:46:46,6.718,1.033
,,Eskişehir,367.907,207.518,17.06.2021 23:46:46,20.937,1.852
,,Gaziantep,381.638,196.382,17.06.2021 23:46:46,29.367,1.887
,,Giresun,170.884,119.352,17.06.2021 23:46:46,7.802,1.032
,,Gümüşhane,34.357,23.432,17.06.2021 23:46:46,1.343,292
,,Hakkari,32.245,13.039,17.06.2021 23:46:46,1.820,190
,,Hatay,388.638,213.205,17.06.2021 23:46:46,24.997,1.993
,,Içel,564.463,336.120,17.06.2021 23:46:46,31.304,2.711
,,Iğdır,34.131,19.434,17.06.2021 23:46:46,1.271,235
,,Isparta,167.958,103.249,17.06.2021 23:46:46,6.941,929
,,Istanbul,4.595.498,2.310.103,17.06.2021 23:46:46,339.906,19.587
,,Izmir,1.667.098,967.578,17.06.2021 23:46:46,93.931,7.354
,,Kahramanmaraş,244.901,142.373,17.06.2021 23:46:46,15.200,1.549
,,Karabük,86.520,54.853,17.06.2021 23:46:46,4.138,494
,,Karaman,75.452,46.561,17.06.2021 23:46:46,3.259,332
,,Kars,63.086,36.243,17.06.2021 23:46:46,2.956,302
,,Kastamonu,144.999,96.024,17.06.2021 23:46:46,5.693,807
,,Kayseri,405.899,238.202,17.06.2021 23:46:46,22.816,2.517
,,Kırıkkale,91.745,57.176,17.06.2021 23:46:46,5.290,746
,,Kırklareli,157.058,95.862,17.06.2021 23:46:46,8.890,537
,,Kırşehir,86.539,52.800,17.06.2021 23:46:46,4.013,430
,,Kilis,33.140,17.098,17.06.2021 23:46:46,1.741,244
,,Kocaeli,583.289,306.724,17.06.2021 23:46:46,41.627,3.045
,,Konya,595.135,358.282,17.06.2021 23:46:46,28.603,3.009
,,Kütahya,203.134,118.105,17.06.2021 23:46:46,10.109,1.273
,,Malatya,231.261,141.984,17.06.2021 23:46:46,11.271,1.262
,,Manisa,501.899,271.071,17.06.2021 23:46:46,30.645,2.326
,,Mardin,92.309,50.499,17.06.2021 23:46:46,4.780,701
,,Muğla,461.801,268.782,17.06.2021 23:46:46,25.305,2.413
,,Muş,48.136,27.721,17.06.2021 23:46:46,2.106,235
,,Nevşehir,98.753,56.870,17.06.2021 23:46:46,4.567,622
,,Niğde,97.591,57.682,17.06.2021 23:46:46,5.075,483
,,Ordu,284.745,180.627,17.06.2021 23:46:46,12.583,1.268
,,Osmaniye,151.766,92.623,17.06.2021 23:46:46,8.606,756
,,Rize,115.309,74.980,17.06.2021 23:46:46,6.079,670
,,Sakarya,301.090,176.528,17.06.2021 23:46:46,22.507,1.847
,,Samsun,431.676,277.968,17.06.2021 23:46:46,22.653,2.274
,,Siirt,34.785,18.645,17.06.2021 23:46:46,1.488,176
,,Sinop,87.670,59.431,17.06.2021 23:46:46,3.473,513
,,Sivas,195.294,120.258,17.06.2021 23:46:46,9.893,1.277
,,Şanlıurfa,198.143,103.576,17.06.2021 23:46:46,9.318,1.274
,,Şırnak,51.480,22.107,17.06.2021 23:46:46,2.110,339
,,Tekirdağ,335.839,199.652,17.06.2021 23:46:46,25.861,1.703
,,Tokat,203.976,132.750,17.06.2021 23:46:46,7.989,958
,,Trabzon,277.118,178.220,17.06.2021 23:46:46,11.864,1.703
,,Tunceli,34.766,22.400,17.06.2021 23:46:46,1.190,195
,,Türkiye,24.708.521,14.154.090,17.06.2021 23:46:46,1.458.245,124.388
,,Uşak,130.296,77.744,17.06.2021 23:46:46,7.263,770
,,Van,165.486,83.915,17.06.2021 23:46:46,9.678,930
,,Yalova,105.148,63.847,17.06.2021 23:46:46,5.505,384
,,Yozgat,122.111,78.708,17.06.2021 23:46:46,5.642,783
,,Zonguldak,220.128,133.985,17.06.2021 23:46:46,10.745,1.175
,,Adana,622.937,342.632,18.06.2021 23:46:55,43.369,3.144
,,Adıyaman,138.569,75.195,18.06.2021 23:46:55,8.008,883
,,Afyon,239.480,134.387,18.06.2021 23:46:55,12.204,1.248
,,Ağrı,77.550,37.395,18.06.2021 23:46:55,2.854,933
,,Aksaray,105.253,60.628,18.06.2021 23:46:55,5.701,557
,,Amasya,144.504,84.365,18.06.2021 23:46:55,5.578,755
,,Ankara,2.202.989,1.194.609,18.06.2021 23:46:55,104.195,9.038
,,Antalya,860.660,507.989,18.06.2021 23:46:55,50.118,4.622
,,Ardahan,28.971,17.758,18.06.2021 23:46:55,1.268,181
,,Artvin,67.688,41.896,18.06.2021 23:46:55,2.849,391
,,Aydın,467.153,281.952,18.06.2021 23:46:55,20.151,2.542
,,Balıkesir,561.243,350.215,18.06.2021 23:46:55,23.784,2.424
,,Bartın,77.502,47.597,18.06.2021 23:46:55,4.907,509
,,Batman,87.845,46.734,18.06.2021 23:46:55,4.693,413
,,Bayburt,19.703,12.565,18.06.2021 23:46:55,697,141
,,Bilecik,91.812,47.793,18.06.2021 23:46:55,5.195,422
,,Bingöl,47.826,29.574,18.06.2021 23:46:55,1.613,283
,,Bitlis,40.029,22.747,18.06.2021 23:46:55,1.710,260
,,Bolu,130.286,73.064,18.06.2021 23:46:55,5.715,576
,,Burdur,109.017,64.488,18.06.2021 23:46:55,4.642,712
,,Bursa,1.017.168,529.386,18.06.2021 23:46:55,64.510,5.496
,,Çanakkale,257.414,156.926,18.06.2021 23:46:55,9.719,1.110
,,Çankırı,69.458,44.535,18.06.2021 23:46:55,2.910,433
,,Çorum,200.262,117.677,18.06.2021 23:46:55,8.584,1.109
,,Denizli,382.588,205.767,18.06.2021 23:46:55,20.692,2.044
,,Diyarbakır,244.770,129.740,18.06.2021 23:46:55,12.776,1.247
,,Düzce,124.662,71.476,18.06.2021 23:46:55,9.295,722
,,Edirne,191.643,120.094,18.06.2021 23:46:55,8.798,883
,,Elazığ,160.968,97.870,18.06.2021 23:46:55,6.904,976
,,Erzincan,77.656,47.212,18.06.2021 23:46:55,3.369,400
,,Erzurum,169.888,103.132,18.06.2021 23:46:55,6.455,1.142
,,Eskişehir,385.415,209.297,18.06.2021 23:46:55,17.508,1.779
,,Gaziantep,414.240,198.586,18.06.2021 23:46:55,32.602,2.204
,,Giresun,179.329,120.478,18.06.2021 23:46:55,8.445,1.126
,,Gümüşhane,35.559,23.729,18.06.2021 23:46:55,1.202,297
,,Hakkari,34.650,13.203,18.06.2021 23:46:55,2.405,164
,,Hatay,413.252,215.545,18.06.2021 23:46:55,24.614,2.340
,,Içel,594.992,338.992,18.06.2021 23:46:55,30.529,2.872
,,Iğdır,35.583,19.670,18.06.2021 23:46:55,1.452,236
,,Isparta,174.888,104.102,18.06.2021 23:46:55,6.930,853
,,Istanbul,4.904.532,2.329.580,18.06.2021 23:46:55,309.034,19.477
,,Izmir,1.757.776,974.795,18.06.2021 23:46:55,90.678,7.217
,,Kahramanmaraş,260.548,143.871,18.06.2021 23:46:55,15.647,1.498
,,Karabük,90.221,55.390,18.06.2021 23:46:55,3.701,537
,,Karaman,79.163,47.095,18.06.2021 23:46:55,3.711,534
,,Kars,65.733,36.586,18.06.2021 23:46:55,2.647,343
,,Kastamonu,150.847,96.917,18.06.2021 23:46:55,5.848,893
,,Kayseri,430.860,240.999,18.06.2021 23:46:55,24.961,2.797
,,Kırıkkale,96.641,58.120,18.06.2021 23:46:55,4.896,944
,,Kırklareli,165.105,96.491,18.06.2021 23:46:55,8.047,629
,,Kırşehir,89.900,53.244,18.06.2021 23:46:55,3.361,444
,,Kilis,34.800,17.330,18.06.2021 23:46:55,1.660,232
,,Kocaeli,626.386,309.746,18.06.2021 23:46:55,43.097,3.022
,,Konya,623.242,361.466,18.06.2021 23:46:55,28.107,3.184
,,Kütahya,213.449,119.437,18.06.2021 23:46:55,10.315,1.332
,,Malatya,242.501,143.269,18.06.2021 23:46:55,11.240,1.285
,,Manisa,530.686,273.584,18.06.2021 23:46:55,28.787,2.513
,,Mardin,97.021,51.107,18.06.2021 23:46:55,4.712,608
,,Muğla,484.388,271.774,18.06.2021 23:46:55,22.587,2.992
,,Muş,49.831,27.958,18.06.2021 23:46:55,1.695,237
,,Nevşehir,103.296,57.495,18.06.2021 23:46:55,4.543,625
,,Niğde,102.016,58.181,18.06.2021 23:46:55,4.425,499
,,Ordu,296.079,181.955,18.06.2021 23:46:55,11.334,1.328
,,Osmaniye,160.089,93.359,18.06.2021 23:46:55,8.323,736
,,Rize,121.027,75.753,18.06.2021 23:46:55,5.718,773
,,Sakarya,320.868,178.488,18.06.2021 23:46:55,19.778,1.960
,,Samsun,456.544,280.375,18.06.2021 23:46:55,24.868,2.407
,,Siirt,36.578,18.793,18.06.2021 23:46:55,1.793,148
,,Sinop,90.866,60.029,18.06.2021 23:46:55,3.196,598
,,Sivas,204.953,121.593,18.06.2021 23:46:55,9.659,1.335
,,Şanlıurfa,209.476,104.857,18.06.2021 23:46:55,11.333,1.281
,,Şırnak,53.802,22.581,18.06.2021 23:46:55,2.322,474
,,Tekirdağ,365.110,201.421,18.06.2021 23:46:55,29.271,1.769
,,Tokat,211.394,133.795,18.06.2021 23:46:55,7.418,1.045
,,Trabzon,288.568,179.942,18.06.2021 23:46:55,11.450,1.722
,,Tunceli,35.842,22.572,18.06.2021 23:46:55,1.076,172
,,Türkiye,26.117.682,14.283.400,18.06.2021 23:46:55,1.409.161,129.310
,,Uşak,138.803,78.486,18.06.2021 23:46:55,8.507,742
,,Van,176.437,84.986,18.06.2021 23:46:55,10.951,1.071
,,Yalova,109.326,64.261,18.06.2021 23:46:55,4.178,414
,,Yozgat,127.547,79.570,18.06.2021 23:46:55,5.436,862
,,Zonguldak,230.029,135.149,18.06.2021 23:46:55,9.901,1.164
,,Adana,633.309,343.689,19.06.2021 23:46:45,10.372,1.057
,,Adıyaman,140.571,75.485,19.06.2021 23:46:45,2.002,290
,,Afyon,243.673,134.948,19.06.2021 23:46:45,4.193,561
,,Ağrı,78.785,37.817,19.06.2021 23:46:45,1.235,422
,,Aksaray,106.863,60.838,19.06.2021 23:46:45,1.610,210
,,Amasya,146.138,84.656,19.06.2021 23:46:45,1.634,291
,,Ankara,2.246.048,1.198.483,19.06.2021 23:46:45,43.059,3.874
,,Antalya,877.311,511.423,19.06.2021 23:46:45,16.651,3.434
,,Ardahan,29.201,17.805,19.06.2021 23:46:45,230,47
,,Artvin,68.493,41.975,19.06.2021 23:46:45,805,79
,,Aydın,473.837,282.908,19.06.2021 23:46:45,6.684,956
,,Balıkesir,571.293,351.362,19.06.2021 23:46:45,10.050,1.147
,,Bartın,79.070,47.803,19.06.2021 23:46:45,1.568,206
,,Batman,89.514,46.937,19.06.2021 23:46:45,1.669,203
,,Bayburt,19.934,12.630,19.06.2021 23:46:45,231,65
,,Bilecik,93.576,47.941,19.06.2021 23:46:45,1.764,148
,,Bingöl,48.180,29.666,19.06.2021 23:46:45,354,92
,,Bitlis,40.956,22.845,19.06.2021 23:46:45,927,98
,,Bolu,132.790,73.310,19.06.2021 23:46:45,2.504,246
,,Burdur,110.594,64.709,19.06.2021 23:46:45,1.577,221
,,Bursa,1.044.662,531.982,19.06.2021 23:46:45,27.494,2.596
,,Çanakkale,261.269,157.487,19.06.2021 23:46:45,3.855,561
,,Çankırı,70.637,44.703,19.06.2021 23:46:45,1.179,168
,,Çorum,203.502,118.073,19.06.2021 23:46:45,3.240,396
,,Denizli,391.872,206.516,19.06.2021 23:46:45,9.284,749
,,Diyarbakır,248.227,130.271,19.06.2021 23:46:45,3.457,531
,,Düzce,126.477,71.785,19.06.2021 23:46:45,1.815,309
,,Edirne,195.130,120.491,19.06.2021 23:46:45,3.487,397
,,Elazığ,163.604,98.204,19.06.2021 23:46:45,2.636,334
,,Erzincan,78.659,47.315,19.06.2021 23:46:45,1.003,103
,,Erzurum,171.857,103.451,19.06.2021 23:46:45,1.969,319
,,Eskişehir,391.987,210.024,19.06.2021 23:46:45,6.572,727
,,Gaziantep,426.150,199.287,19.06.2021 23:46:45,11.910,701
,,Giresun,180.848,120.686,19.06.2021 23:46:45,1.519,208
,,Gümüşhane,35.685,23.773,19.06.2021 23:46:45,126,44
,,Hakkari,35.443,13.306,19.06.2021 23:46:45,793,103
,,Hatay,418.532,216.360,19.06.2021 23:46:45,5.280,815
,,Içel,602.984,340.088,19.06.2021 23:46:45,7.992,1.096
,,Iğdır,36.007,19.761,19.06.2021 23:46:45,424,91
,,Isparta,177.210,104.531,19.06.2021 23:46:45,2.322,429
,,Istanbul,5.073.329,2.345.227,19.06.2021 23:46:45,168.797,15.647
,,Izmir,1.795.800,978.511,19.06.2021 23:46:45,38.024,3.716
,,Kahramanmaraş,265.951,144.416,19.06.2021 23:46:45,5.403,545
,,Karabük,91.590,55.572,19.06.2021 23:46:45,1.369,182
,,Karaman,80.407,47.256,19.06.2021 23:46:45,1.244,161
,,Kars,66.569,36.701,19.06.2021 23:46:45,836,115
,,Kastamonu,153.158,97.172,19.06.2021 23:46:45,2.311,255
,,Kayseri,436.721,241.785,19.06.2021 23:46:45,5.861,786
,,Kırıkkale,97.480,58.441,19.06.2021 23:46:45,839,321
,,Kırklareli,167.799,96.758,19.06.2021 23:46:45,2.694,267
,,Kırşehir,91.426,53.378,19.06.2021 23:46:45,1.526,134
,,Kilis,35.256,17.459,19.06.2021 23:46:45,456,129
,,Kocaeli,646.280,311.146,19.06.2021 23:46:45,19.894,1.400
,,Konya,633.770,362.808,19.06.2021 23:46:45,10.528,1.342
,,Kütahya,216.997,119.842,19.06.2021 23:46:45,3.548,405
,,Malatya,244.863,143.598,19.06.2021 23:46:45,2.362,329
,,Manisa,541.464,274.573,19.06.2021 23:46:45,10.778,989
,,Mardin,98.625,51.395,19.06.2021 23:46:45,1.604,288
,,Muğla,491.819,273.760,19.06.2021 23:46:45,7.431,1.986
,,Muş,50.195,28.059,19.06.2021 23:46:45,364,101
,,Nevşehir,104.343,57.842,19.06.2021 23:46:45,1.047,347
,,Niğde,103.202,58.344,19.06.2021 23:46:45,1.186,163
,,Ordu,300.679,182.574,19.06.2021 23:46:45,4.600,619
,,Osmaniye,162.019,93.564,19.06.2021 23:46:45,1.930,205
,,Rize,122.306,76.014,19.06.2021 23:46:45,1.279,261
,,Sakarya,328.011,179.231,19.06.2021 23:46:45,7.143,743
,,Samsun,466.671,281.683,19.06.2021 23:46:45,10.127,1.308
,,Siirt,37.134,18.907,19.06.2021 23:46:45,556,114
,,Sinop,91.731,60.216,19.06.2021 23:46:45,865,187
,,Sivas,207.694,122.023,19.06.2021 23:46:45,2.741,430
,,Şanlıurfa,212.997,105.447,19.06.2021 23:46:45,3.521,590
,,Şırnak,54.701,22.942,19.06.2021 23:46:45,899,361
,,Tekirdağ,375.396,202.224,19.06.2021 23:46:45,10.286,803
,,Tokat,214.284,134.230,19.06.2021 23:46:45,2.890,435
,,Trabzon,292.044,180.639,19.06.2021 23:46:45,3.476,697
,,Tunceli,35.991,22.603,19.06.2021 23:46:45,149,31
,,Türkiye,26.675.462,14.345.940,19.06.2021 23:46:45,557.780,62.540
,,Uşak,140.989,78.735,19.06.2021 23:46:45,2.186,249
,,Van,180.007,85.594,19.06.2021 23:46:45,3.570,608
,,Yalova,111.345,64.493,19.06.2021 23:46:45,2.019,232
,,Yozgat,129.049,79.767,19.06.2021 23:46:45,1.502,197
,,Zonguldak,234.492,135.687,19.06.2021 23:46:45,4.463,538
,,Adana,642.641,344.657,20.06.2021 23:46:46,9.332,968
,,Adıyaman,141.940,75.679,20.06.2021 23:46:46,1.369,194
,,Afyon,247.160,135.401,20.06.2021 23:46:46,3.487,453
,,Ağrı,80.019,38.117,20.06.2021 23:46:46,1.234,300
,,Aksaray,108.164,61.036,20.06.2021 23:46:46,1.301,198
,,Amasya,147.629,84.889,20.06.2021 23:46:46,1.491,233
,,Ankara,2.287.617,1.201.377,20.06.2021 23:46:46,41.569,2.894
,,Antalya,892.279,514.284,20.06.2021 23:46:46,14.968,2.861
,,Ardahan,29.376,17.845,20.06.2021 23:46:46,175,40
,,Artvin,69.051,42.047,20.06.2021 23:46:46,558,72
,,Aydın,479.870,283.655,20.06.2021 23:46:46,6.033,747
,,Balıkesir,579.443,352.150,20.06.2021 23:46:46,8.150,788
,,Bartın,80.389,47.960,20.06.2021 23:46:46,1.319,157
,,Batman,90.513,47.072,20.06.2021 23:46:46,999,135
,,Bayburt,20.089,12.667,20.06.2021 23:46:46,155,37
,,Bilecik,94.854,48.053,20.06.2021 23:46:46,1.278,112
,,Bingöl,48.516,29.722,20.06.2021 23:46:46,336,56
,,Bitlis,41.598,22.906,20.06.2021 23:46:46,642,61
,,Bolu,134.201,73.505,20.06.2021 23:46:46,1.411,195
,,Burdur,111.774,64.869,20.06.2021 23:46:46,1.180,160
,,Bursa,1.069.273,534.180,20.06.2021 23:46:46,24.611,2.198
,,Çanakkale,264.817,157.839,20.06.2021 23:46:46,3.548,352
,,Çankırı,71.445,44.825,20.06.2021 23:46:46,808,122
,,Çorum,205.490,118.388,20.06.2021 23:46:46,1.988,315
,,Denizli,398.168,207.056,20.06.2021 23:46:46,6.296,540
,,Diyarbakır,251.417,130.683,20.06.2021 23:46:46,3.190,412
,,Düzce,128.021,72.037,20.06.2021 23:46:46,1.544,252
,,Edirne,198.417,120.844,20.06.2021 23:46:46,3.287,353
,,Elazığ,165.641,98.453,20.06.2021 23:46:46,2.037,249
,,Erzincan,79.565,47.386,20.06.2021 23:46:46,906,71
,,Erzurum,173.309,103.663,20.06.2021 23:46:46,1.452,212
,,Eskişehir,398.298,210.570,20.06.2021 23:46:46,6.311,546
,,Gaziantep,437.402,200.190,20.06.2021 23:46:46,11.252,903
,,Giresun,182.222,120.847,20.06.2021 23:46:46,1.374,161
,,Gümüşhane,35.833,23.812,20.06.2021 23:46:46,148,39
,,Hakkari,36.129,13.379,20.06.2021 23:46:46,686,73
,,Hatay,423.349,217.016,20.06.2021 23:46:46,4.817,656
,,Içel,610.691,340.904,20.06.2021 23:46:46,7.707,816
,,Iğdır,36.336,19.829,20.06.2021 23:46:46,329,68
,,Isparta,178.861,104.846,20.06.2021 23:46:46,1.651,315
,,Istanbul,5.246.669,2.356.664,20.06.2021 23:46:46,173.340,11.437
,,Izmir,1.836.782,981.582,20.06.2021 23:46:46,40.982,3.071
,,Kahramanmaraş,269.342,144.955,20.06.2021 23:46:46,3.391,539
,,Karabük,92.809,55.755,20.06.2021 23:46:46,1.219,183
,,Karaman,81.246,47.339,20.06.2021 23:46:46,839,83
,,Kars,67.244,36.794,20.06.2021 23:46:46,675,93
,,Kastamonu,154.800,97.318,20.06.2021 23:46:46,1.642,146
,,Kayseri,440.772,242.465,20.06.2021 23:46:46,4.051,680
,,Kırıkkale,98.407,58.850,20.06.2021 23:46:46,927,409
,,Kırklareli,170.260,96.985,20.06.2021 23:46:46,2.461,227
,,Kırşehir,92.370,53.499,20.06.2021 23:46:46,944,121
,,Kilis,35.657,17.564,20.06.2021 23:46:46,401,105
,,Kocaeli,661.533,312.277,20.06.2021 23:46:46,15.253,1.131
,,Konya,642.595,364.187,20.06.2021 23:46:46,8.825,1.379
,,Kütahya,219.031,120.324,20.06.2021 23:46:46,2.034,482
,,Malatya,246.644,143.976,20.06.2021 23:46:46,1.781,378
,,Manisa,550.078,275.429,20.06.2021 23:46:46,8.614,856
,,Mardin,99.985,51.562,20.06.2021 23:46:46,1.360,167
,,Muğla,499.686,275.373,20.06.2021 23:46:46,7.867,1.613
,,Muş,50.566,28.137,20.06.2021 23:46:46,371,78
,,Nevşehir,105.364,58.057,20.06.2021 23:46:46,1.021,215
,,Niğde,104.048,58.470,20.06.2021 23:46:46,846,126
,,Ordu,304.511,182.985,20.06.2021 23:46:46,3.832,411
,,Osmaniye,163.606,93.704,20.06.2021 23:46:46,1.587,140
,,Rize,123.579,76.211,20.06.2021 23:46:46,1.273,197
,,Sakarya,333.741,179.838,20.06.2021 23:46:46,5.730,607
,,Samsun,475.234,282.727,20.06.2021 23:46:46,8.563,1.044
,,Siirt,37.644,19.007,20.06.2021 23:46:46,510,100
,,Sinop,92.585,60.336,20.06.2021 23:46:46,854,120
,,Sivas,209.770,122.361,20.06.2021 23:46:46,2.076,338
,,Şanlıurfa,216.186,105.825,20.06.2021 23:46:46,3.189,378
,,Şırnak,55.354,23.150,20.06.2021 23:46:46,653,208
,,Tekirdağ,384.979,202.916,20.06.2021 23:46:46,9.583,692
,,Tokat,216.724,134.574,20.06.2021 23:46:46,2.440,344
,,Trabzon,295.070,181.193,20.06.2021 23:46:46,3.026,554
,,Tunceli,36.141,22.630,20.06.2021 23:46:46,150,27
,,Türkiye,27.192.456,14.395.405,20.06.2021 23:46:46,516.994,49.465
,,Uşak,142.890,78.914,20.06.2021 23:46:46,1.901,179
,,Van,184.117,86.099,20.06.2021 23:46:46,4.110,505
,,Yalova,113.159,64.678,20.06.2021 23:46:46,1.814,185
